batch_id,production_date,equipment_id,shift,sequence,material_lot,feed_ratio,raw_property,temperature,pressure,feed_rate,reaction_time,vacuum,energy_kwh_per_ton,viscosity,particle_size,quality_value,yield_pct,quality_flag,dq_missing_count,dq_outlier_count,dq_review_flag
B0655,2026-08-07,EQ_A,DAY,655,M10,0.9940,101.09,177.27,2.182,106.76,57.56,0.782,236.68,435.5,17.83,99.55,95.45,OK,0,0,PASS
B0656,2026-08-07,EQ_B,SWING,656,M09,1.0009,99.61,180.23,2.150,95.87,63.74,0.821,253.25,433.5,18.02,99.66,96.00,NG,0,0,PASS
B0657,2026-08-07,EQ_B,NIGHT,657,M10,1.0032,100.37,179.53,2.229,104.84,62.76,0.818,262.93,445.8,17.76,99.53,96.36,OK,0,0,PASS
B0658,2026-08-08,EQ_C,DAY,658,M10,0.9936,101.94,182.96,2.373,98.70,61.27,0.858,252.19,425.2,19.07,98.96,95.30,OK,0,0,PASS
B0659,2026-08-08,EQ_C,SWING,659,M10,0.9906,99.84,182.20,2.218,99.83,63.18,0.799,251.34,445.8,18.12,100.52,95.43,OK,0,0,PASS
B0660,2026-08-08,EQ_B,NIGHT,660,M10,1.0095,100.64,181.24,2.386,106.40,56.90,0.779,246.49,426.1,16.96,100.09,96.53,OK,0,0,PASS
B0662,2026-08-09,EQ_B,SWING,662,M10,1.0115,101.00,182.94,2.417,100.00,58.33,0.839,241.78,430.3,18.99,99.68,96.47,OK,0,0,PASS
B0663,2026-08-09,EQ_A,NIGHT,663,M01,0.9777,99.51,178.19,2.213,101.53,60.19,0.820,238.96,435.8,18.06,99.75,96.78,OK,0,0,PASS
B0664,2026-08-10,EQ_C,DAY,664,M10,1.0078,100.55,180.76,2.332,108.27,59.61,0.810,246.09,440.0,18.27,99.80,96.65,OK,0,0,PASS
B0665,2026-08-10,EQ_B,SWING,665,M10,0.9943,100.50,178.61,2.339,102.25,63.57,0.822,250.70,441.3,18.87,99.26,96.68,OK,0,0,PASS
B0666,2026-08-10,EQ_B,NIGHT,666,M10,1.0181,99.89,182.72,2.303,101.38,61.67,0.745,247.41,440.6,18.21,99.18,96.81,OK,0,0,PASS
B0667,2026-08-11,EQ_A,DAY,667,M06,0.9826,98.48,175.20,2.228,103.62,58.09,0.788,228.07,415.1,17.35,98.48,95.38,NG,0,0,PASS
B0668,2026-08-11,EQ_A,SWING,668,M03,0.9929,100.22,180.27,2.374,100.87,59.95,0.825,240.50,427.2,16.47,100.97,97.09,NG,0,0,PASS
B0669,2026-08-11,EQ_C,NIGHT,669,M10,1.0030,101.02,180.47,2.217,104.15,62.37,0.804,251.61,459.1,19.34,100.21,96.72,NG,0,0,PASS
B0670,2026-08-12,EQ_B,DAY,670,M10,1.0033,100.85,182.03,2.403,98.85,63.44,0.830,251.07,447.9,18.90,99.53,95.61,OK,0,0,PASS
B0671,2026-08-12,EQ_B,SWING,671,M11,0.9920,100.86,180.13,2.413,98.37,61.27,0.837,249.80,453.0,19.20,100.13,96.48,NG,0,0,PASS
B0672,2026-08-12,EQ_B,NIGHT,672,M11,1.0015,100.25,183.44,2.388,92.40,64.35,0.822,258.93,427.2,18.37,99.24,95.01,OK,0,0,PASS
B0673,2026-08-13,EQ_B,DAY,673,M11,1.0051,100.20,181.71,2.366,98.45,69.30,0.802,255.86,456.6,19.00,98.53,94.45,OK,0,0,PASS
B0674,2026-08-13,EQ_A,SWING,674,M11,0.9870,98.13,182.89,2.444,104.14,58.64,0.830,252.52,413.6,18.16,99.60,96.76,OK,0,0,PASS
B0675,2026-08-13,EQ_B,NIGHT,675,M11,0.9960,100.53,181.97,2.399,107.32,58.81,0.771,261.16,424.8,18.67,98.65,95.98,OK,0,0,PASS
B0676,2026-08-14,EQ_C,DAY,676,M11,1.0068,99.67,180.62,2.236,98.15,63.72,0.817,256.69,435.0,19.28,99.84,95.38,OK,0,0,PASS
B0677,2026-08-14,EQ_A,SWING,677,M11,0.9965,100.79,178.82,2.177,102.24,62.11,0.852,244.25,437.6,18.42,98.54,97.20,NG,0,0,PASS
B0679,2026-08-15,EQ_A,DAY,679,M11,0.9875,99.29,179.35,2.196,96.63,65.34,0.792,254.70,428.7,17.03,99.36,95.76,NG,0,0,PASS
B0680,2026-08-15,EQ_C,SWING,680,M11,0.9967,101.77,177.78,2.215,99.87,63.45,0.789,234.57,439.6,19.42,99.42,95.82,OK,0,0,PASS
B0681,2026-08-15,EQ_A,NIGHT,681,M08,1.0134,101.33,177.78,2.344,98.99,64.13,0.896,254.16,473.7,18.62,99.73,95.31,OK,0,0,PASS
B0682,2026-08-16,EQ_A,DAY,682,M06,1.0109,99.79,177.29,2.181,100.70,67.28,0.779,252.14,491.3,19.47,99.74,95.70,NG,0,1,REVIEW
B0683,2026-08-16,EQ_A,SWING,683,M11,1.0153,100.25,183.33,2.208,97.11,63.01,0.859,248.12,447.1,19.40,99.29,96.88,NG,0,0,PASS
B0684,2026-08-16,EQ_C,NIGHT,684,M11,1.0176,100.28,177.60,2.147,99.31,60.41,0.774,241.79,441.2,18.10,98.95,96.63,NG,0,0,PASS
B0685,2026-08-17,EQ_A,DAY,685,M11,0.9866,99.38,176.93,2.211,101.27,60.46,0.860,243.22,447.5,17.67,99.18,96.11,OK,0,0,PASS
B0686,2026-08-17,EQ_B,SWING,686,M11,1.0093,99.86,181.44,2.481,103.74,66.61,0.854,248.11,445.5,18.70,99.16,94.37,NG,0,0,PASS
B0687,2026-08-17,EQ_C,NIGHT,687,M06,0.9919,99.83,178.07,2.369,103.68,65.21,0.839,243.76,446.8,18.14,98.98,96.76,OK,0,0,PASS
B0688,2026-08-18,EQ_A,DAY,688,M11,1.0023,99.89,182.63,2.295,106.56,60.27,0.806,247.99,423.1,18.48,99.57,95.66,OK,0,0,PASS
B0689,2026-08-18,EQ_A,SWING,689,M11,0.9966,99.13,182.32,2.238,102.20,57.98,0.782,241.60,443.9,18.73,99.68,97.29,NG,0,0,PASS
B0690,2026-08-18,EQ_B,NIGHT,690,M11,1.0009,99.26,182.31,2.294,99.43,63.48,0.842,257.87,439.1,18.89,99.68,95.75,OK,0,0,PASS
B0691,2026-08-19,EQ_A,DAY,691,M11,0.9925,99.44,179.17,2.261,108.62,59.96,0.831,240.55,416.0,17.20,100.09,97.48,OK,0,0,PASS
B0692,2026-08-19,EQ_C,SWING,692,M11,0.9995,100.10,178.15,2.264,95.69,67.34,0.856,247.52,448.4,18.60,100.37,95.76,OK,0,0,PASS
B0693,2026-08-19,EQ_B,NIGHT,693,M11,1.0134,99.98,179.03,2.489,106.44,56.25,0.876,247.95,435.3,17.18,98.93,96.09,OK,0,0,PASS
B0694,2026-08-20,EQ_A,DAY,694,M11,0.9974,100.77,180.91,2.371,100.02,60.81,0.822,256.24,444.5,17.75,99.54,95.55,OK,0,0,PASS
B0695,2026-08-20,EQ_C,SWING,695,M11,0.9996,99.74,179.60,2.228,99.99,68.39,0.872,256.54,463.4,18.17,98.51,94.98,OK,0,0,PASS
B0696,2026-08-20,EQ_C,NIGHT,696,M11,0.9858,100.57,180.73,2.236,102.81,64.96,0.849,253.38,461.7,18.37,99.96,96.09,NG,0,0,PASS
B0697,2026-08-21,EQ_B,DAY,697,M11,0.9961,99.69,181.86,2.350,102.18,63.81,0.828,254.02,434.0,17.88,99.49,95.12,OK,0,0,PASS
B0698,2026-08-21,EQ_A,SWING,698,M11,1.0059,100.04,185.16,2.336,98.05,63.11,0.851,251.27,430.2,17.97,98.64,95.50,OK,0,0,PASS
B0699,2026-08-21,EQ_C,NIGHT,699,M11,0.9938,101.00,182.39,2.446,99.99,67.56,0.779,264.57,444.4,19.50,98.87,94.61,OK,0,0,PASS
B0700,2026-08-22,EQ_C,DAY,700,M11,0.9957,100.71,175.56,2.242,99.39,68.12,0.859,261.98,453.3,18.61,98.75,94.44,NG,0,0,PASS
B0701,2026-08-22,EQ_C,SWING,701,M11,1.0119,100.37,183.04,2.326,106.27,61.92,0.823,253.44,432.1,17.94,99.72,95.68,OK,0,0,PASS
B0702,2026-08-22,EQ_A,NIGHT,702,M11,1.0108,99.54,184.49,2.394,98.97,65.23,0.811,246.99,441.7,18.31,99.13,95.08,NG,0,0,PASS
B0703,2026-08-23,EQ_B,DAY,703,M11,0.9929,101.16,180.19,2.406,101.90,65.96,0.762,255.48,460.1,19.15,99.26,96.48,OK,0,0,PASS
B0704,2026-08-23,EQ_A,SWING,704,M11,0.9853,100.22,179.90,2.326,97.19,64.81,0.849,260.34,415.6,18.61,99.21,95.74,OK,0,0,PASS
B0705,2026-08-23,EQ_C,NIGHT,705,M11,0.9984,99.99,176.89,2.194,100.38,62.37,0.813,251.98,435.7,18.33,98.74,95.93,OK,0,0,PASS
B0706,2026-08-24,EQ_A,DAY,706,M11,1.0031,99.32,180.22,2.354,96.19,60.90,0.774,245.87,421.9,17.52,99.03,96.28,OK,0,0,PASS
B0707,2026-08-24,EQ_A,SWING,707,M11,1.0061,100.11,176.77,2.240,93.61,64.67,0.842,243.27,453.7,18.34,99.66,94.99,OK,0,0,PASS
B0708,2026-08-24,EQ_A,NIGHT,708,M11,0.9760,98.90,181.45,2.311,97.40,66.68,0.875,260.07,419.8,17.99,98.54,94.77,OK,0,0,PASS
B0709,2026-08-25,EQ_B,DAY,709,M11,1.0063,100.24,177.62,2.217,97.67,58.95,0.843,240.48,423.3,17.90,98.95,97.16,OK,0,0,PASS
B0710,2026-08-25,EQ_A,SWING,710,M11,1.0154,100.65,182.22,2.134,104.60,60.00,0.856,245.22,439.9,18.43,100.28,96.65,NG,0,0,PASS
B0711,2026-08-25,EQ_B,NIGHT,711,M11,1.0193,100.35,182.05,2.424,101.74,61.10,0.868,253.02,449.1,19.05,98.76,95.33,OK,0,0,PASS
B0712,2026-08-26,EQ_A,DAY,712,M11,1.0135,100.05,183.61,2.283,102.15,60.20,0.848,250.67,437.3,17.98,98.69,95.23,OK,0,0,PASS
B0713,2026-08-26,EQ_A,SWING,713,M11,0.9854,99.99,182.13,2.409,93.01,63.44,0.809,254.87,435.3,18.28,99.90,95.90,OK,0,0,PASS
B0714,2026-08-26,EQ_A,NIGHT,714,M11,1.0114,99.42,178.91,2.352,94.74,68.20,0.795,241.62,466.0,17.63,98.76,94.57,OK,0,0,PASS
B0715,2026-08-27,EQ_A,DAY,715,M11,0.9964,101.20,180.05,2.350,91.62,69.81,0.864,251.53,447.4,19.56,99.36,95.08,OK,0,0,PASS
B0716,2026-08-27,EQ_A,SWING,716,M11,1.0138,100.59,180.04,2.209,95.64,67.29,0.808,257.98,454.8,18.45,99.61,96.33,OK,0,0,PASS
B0717,2026-08-27,EQ_A,NIGHT,717,M11,0.9979,99.81,182.45,2.470,106.81,56.97,0.829,246.20,434.9,17.85,98.95,95.93,NG,0,0,PASS
B0718,2026-08-28,EQ_A,DAY,718,M11,1.0058,100.14,179.17,2.162,102.12,65.24,0.782,257.91,439.7,18.33,99.30,95.70,OK,0,0,PASS
B0719,2026-08-28,EQ_A,SWING,719,M09,0.9866,99.87,176.29,2.210,103.87,59.81,0.788,244.37,441.7,17.82,99.79,96.46,OK,0,0,PASS
B0720,2026-08-28,EQ_C,NIGHT,720,M11,1.0011,99.53,177.05,2.210,97.65,68.31,0.839,248.41,448.4,19.36,97.42,95.60,OK,0,1,REVIEW
B0721,2026-08-29,EQ_A,DAY,721,M11,0.9985,99.35,182.38,2.310,105.00,58.14,0.815,247.66,416.7,17.32,99.28,96.28,OK,0,0,PASS
B0722,2026-08-29,EQ_B,SWING,722,M11,1.0022,99.74,179.73,2.333,100.57,66.23,0.842,262.92,469.9,18.50,98.72,95.09,OK,0,0,PASS
B0723,2026-08-29,EQ_B,NIGHT,723,M11,0.9953,100.41,180.88,2.449,95.92,70.81,0.821,255.89,460.4,18.86,98.00,95.02,NG,0,2,REVIEW
B0724,2026-08-30,EQ_A,DAY,724,M11,1.0053,99.61,178.68,2.248,99.72,68.25,0.812,249.74,471.8,18.62,99.55,95.49,OK,0,0,PASS
B0725,2026-08-30,EQ_B,SWING,725,M11,1.0010,99.86,179.62,2.412,98.28,62.28,0.854,255.45,448.8,18.35,100.28,96.71,OK,0,0,PASS
B0726,2026-08-30,EQ_B,NIGHT,726,M12,1.0015,102.01,182.12,2.394,95.94,67.06,0.840,273.39,476.2,19.52,98.35,94.38,OK,0,1,REVIEW
B0728,2026-08-31,EQ_C,SWING,728,M11,0.9947,99.97,181.09,2.286,99.94,64.45,0.805,266.96,439.7,17.89,99.07,94.88,OK,0,1,REVIEW
B0730,2026-09-01,EQ_A,DAY,730,M11,0.9978,100.47,183.40,2.441,100.41,65.43,0.867,252.12,437.3,18.29,99.45,95.19,OK,0,0,PASS
B0731,2026-09-01,EQ_C,SWING,731,M11,0.9994,100.54,179.41,2.166,97.65,63.75,0.822,245.36,448.9,18.47,99.60,97.05,OK,0,0,PASS
B0732,2026-09-01,EQ_B,NIGHT,732,M11,1.0027,99.87,184.83,2.420,93.80,67.04,0.796,255.65,454.1,18.41,98.74,93.88,NG,0,1,REVIEW
B0733,2026-09-02,EQ_B,DAY,733,M11,0.9956,100.59,183.14,2.352,103.68,64.35,0.857,250.46,454.1,19.51,100.90,95.32,OK,0,0,PASS
B0734,2026-09-02,EQ_A,SWING,734,M11,1.0030,99.16,177.51,2.265,94.62,69.24,0.837,255.60,454.7,18.27,97.94,94.58,OK,0,1,REVIEW
B0735,2026-09-02,EQ_B,NIGHT,735,M11,1.0018,99.58,180.80,2.395,96.90,63.91,0.830,257.92,425.8,16.42,99.70,95.47,OK,0,0,PASS
B0736,2026-09-03,EQ_C,DAY,736,M11,1.0130,100.94,180.94,2.285,96.13,67.61,0.797,259.90,465.6,18.75,99.16,96.27,OK,0,0,PASS
B0737,2026-09-03,EQ_B,SWING,737,M11,0.9818,100.58,179.78,2.295,96.96,67.02,0.738,262.53,451.7,19.13,98.77,96.49,OK,0,0,PASS
B0738,2026-09-03,EQ_B,NIGHT,738,M12,0.9936,101.19,179.10,2.310,102.47,65.18,0.788,259.54,449.0,18.60,100.36,94.84,OK,0,0,PASS
B0739,2026-09-04,EQ_B,DAY,739,M12,0.9992,101.20,184.76,2.307,91.32,64.68,0.863,267.05,445.5,18.98,99.71,93.59,NG,0,2,REVIEW
B0740,2026-09-04,EQ_B,SWING,740,M12,1.0283,102.16,181.42,2.460,101.87,63.65,0.783,257.24,456.7,18.52,99.28,96.14,OK,0,1,REVIEW
B0741,2026-09-04,EQ_C,NIGHT,741,M12,0.9939,101.47,180.60,2.256,98.60,64.19,0.810,251.18,434.4,18.64,99.89,96.66,OK,0,0,PASS
B0742,2026-09-05,EQ_A,DAY,742,M02,0.9900,99.49,180.31,2.295,97.28,62.48,0.798,258.50,414.7,18.88,100.02,96.14,NG,0,0,PASS
B0743,2026-09-05,EQ_A,SWING,743,M12,1.0058,100.28,182.72,2.250,97.17,66.50,0.817,264.82,446.0,18.11,98.70,95.32,OK,0,0,PASS
B0744,2026-09-05,EQ_A,NIGHT,744,M12,1.0026,100.36,181.49,2.248,105.36,63.27,0.833,248.48,418.0,17.90,99.72,96.24,OK,0,0,PASS
B0745,2026-09-06,EQ_B,DAY,745,M12,1.0120,100.75,181.47,2.436,101.41,63.62,0.860,258.33,439.2,19.57,99.71,95.52,NG,0,0,PASS
B0746,2026-09-06,EQ_B,SWING,746,M12,1.0158,100.60,180.50,2.315,99.38,60.61,0.808,249.93,430.1,17.52,99.93,96.19,OK,0,0,PASS
B0747,2026-09-06,EQ_B,NIGHT,747,M12,1.0121,101.14,183.12,2.325,93.36,66.30,0.881,257.09,452.4,19.14,98.44,94.62,OK,0,0,PASS
B0748,2026-09-07,EQ_B,DAY,748,M12,0.9973,101.17,181.13,2.546,93.56,65.14,0.859,250.00,442.0,18.40,99.50,95.78,NG,0,0,PASS
B0749,2026-09-07,EQ_C,SWING,749,M12,1.0051,101.45,180.84,2.278,94.88,65.10,0.806,262.28,463.2,18.79,99.60,96.18,NG,0,0,PASS
B0750,2026-09-07,EQ_C,NIGHT,750,M12,1.0012,100.44,180.10,2.998,96.02,62.70,0.827,238.75,438.8,17.91,100.47,97.48,OK,0,1,REVIEW
B0751,2026-09-08,EQ_C,DAY,751,M11,0.9966,99.87,181.66,2.373,100.73,71.16,0.776,258.84,461.8,18.51,97.74,95.77,OK,0,2,REVIEW
B0752,2026-09-08,EQ_C,SWING,752,M12,1.0123,101.35,179.51,2.276,103.31,65.28,0.838,243.99,442.0,17.64,100.03,95.91,NG,0,0,PASS
B0753,2026-09-08,EQ_C,NIGHT,753,M12,1.0040,102.44,179.54,2.239,96.54,60.12,0.773,254.97,439.2,17.88,98.86,95.75,OK,0,0,PASS
B0754,2026-09-09,EQ_B,DAY,754,M12,0.9917,101.30,178.56,2.343,103.65,63.13,0.804,252.47,440.6,18.28,99.45,95.36,NG,0,0,PASS
B0755,2026-09-09,EQ_A,SWING,755,M12,1.0040,100.78,179.37,2.382,101.96,68.38,0.819,250.56,460.5,18.32,99.21,96.26,NG,0,0,PASS
B0756,2026-09-09,EQ_A,NIGHT,756,M12,1.0019,101.35,180.31,2.157,95.76,65.92,0.792,249.32,443.0,19.17,99.05,96.07,NG,0,0,PASS
B0757,2026-09-10,EQ_A,DAY,757,M12,1.0186,102.15,180.60,2.268,99.99,66.20,0.784,251.23,470.7,19.55,99.31,96.28,NG,0,0,PASS
B0758,2026-09-10,EQ_C,SWING,758,M12,1.0062,100.38,179.11,2.266,96.57,69.55,0.872,254.18,445.3,20.23,98.38,96.01,NG,0,1,REVIEW
B0760,2026-09-11,EQ_C,DAY,760,M12,0.9946,100.82,178.30,2.245,95.64,68.11,0.855,262.52,443.6,19.77,98.72,94.81,OK,0,0,PASS
B0761,2026-09-11,EQ_A,SWING,761,M12,1.0066,100.72,180.56,2.292,102.23,64.88,0.855,246.78,460.3,17.55,99.78,95.98,OK,0,0,PASS
B0762,2026-09-11,EQ_A,NIGHT,762,M01,0.9936,99.08,181.65,2.283,103.65,56.75,0.812,250.10,404.5,17.03,99.50,95.63,OK,0,0,PASS
B0763,2026-09-12,EQ_B,DAY,763,M12,1.0038,101.87,181.58,2.335,99.71,64.86,0.831,265.96,474.0,18.92,98.63,94.94,OK,0,0,PASS
B0764,2026-09-12,EQ_A,SWING,764,M12,1.0055,100.48,176.11,2.421,106.69,62.21,0.723,252.47,447.3,19.10,99.61,96.11,OK,0,1,REVIEW
B0765,2026-09-12,EQ_B,NIGHT,765,M12,0.9919,102.35,181.68,2.527,98.63,62.34,0.851,244.53,444.5,18.54,99.19,96.85,OK,0,0,PASS
B0766,2026-09-13,EQ_C,DAY,766,M12,1.0052,100.13,179.23,2.355,101.15,64.50,0.836,260.43,454.6,17.90,99.74,95.31,OK,0,0,PASS
B0767,2026-09-13,EQ_B,SWING,767,M12,1.0062,102.10,180.80,2.366,92.20,65.22,0.791,262.20,445.4,20.26,98.65,94.60,NG,0,1,REVIEW
B0768,2026-09-13,EQ_C,NIGHT,768,M12,0.9976,100.33,179.95,2.347,99.13,63.01,0.792,250.68,436.2,16.95,100.29,97.01,OK,0,0,PASS
B0769,2026-09-14,EQ_A,DAY,769,M12,1.0187,100.88,179.04,2.235,99.14,68.18,0.821,252.12,470.2,18.97,99.03,95.09,OK,0,0,PASS
B0770,2026-09-14,EQ_C,SWING,770,M12,1.0065,101.36,182.71,2.494,97.90,67.06,0.830,271.76,449.4,19.12,98.52,93.84,NG,0,2,REVIEW
B0771,2026-09-14,EQ_C,NIGHT,771,M08,1.0068,101.89,176.61,2.250,98.23,69.31,0.808,249.56,472.8,19.27,97.82,94.50,NG,0,1,REVIEW
B0772,2026-09-15,EQ_C,DAY,772,M12,1.0082,101.33,182.14,2.290,90.81,72.54,0.847,260.48,456.1,19.64,96.22,93.21,NG,0,3,REVIEW
B0773,2026-09-15,EQ_B,SWING,773,M12,1.0027,100.78,179.65,2.312,99.78,66.42,0.887,257.17,450.3,17.71,99.33,94.84,OK,0,0,PASS
B0774,2026-09-15,EQ_B,NIGHT,774,M12,1.0089,101.86,179.45,2.341,97.29,67.87,0.825,266.10,468.3,18.58,98.70,95.12,NG,0,0,PASS
B0775,2026-09-16,EQ_A,DAY,775,M12,1.0053,99.89,180.23,2.370,96.59,65.47,0.835,254.91,439.5,18.21,100.81,95.42,NG,0,0,PASS
B0776,2026-09-16,EQ_C,SWING,776,M12,1.0177,101.27,184.28,2.320,104.62,65.16,0.787,267.01,441.8,18.60,99.88,93.92,NG,0,2,REVIEW
B0777,2026-09-16,EQ_C,NIGHT,777,M12,0.9978,101.15,181.15,2.339,99.45,66.44,0.772,250.71,452.7,19.67,98.12,95.98,OK,0,0,PASS
B0778,2026-09-17,EQ_B,DAY,778,M12,0.9980,101.49,178.44,2.413,101.94,66.75,0.827,262.04,448.5,18.71,99.40,94.23,NG,0,1,REVIEW
B0779,2026-09-17,EQ_C,SWING,779,M12,1.0208,100.09,174.23,2.172,99.11,62.50,0.764,257.49,467.0,18.56,98.65,94.87,OK,0,1,REVIEW
B0780,2026-09-17,EQ_C,NIGHT,780,M12,1.0058,100.05,180.96,2.312,104.80,62.05,0.807,249.27,442.4,17.82,99.78,96.54,NG,0,0,PASS
B0781,2026-09-18,EQ_C,DAY,781,M12,1.0127,101.86,178.48,2.246,103.08,64.71,0.791,255.14,454.5,19.28,99.45,95.16,NG,0,0,PASS
B0782,2026-09-18,EQ_A,SWING,782,M12,1.0243,101.38,176.85,2.150,98.52,64.31,0.876,244.54,482.2,19.47,99.32,96.15,OK,0,0,PASS
B0783,2026-09-18,EQ_A,NIGHT,783,M12,0.9909,100.23,180.66,2.220,104.55,65.05,0.825,252.57,453.6,19.25,99.78,95.94,OK,0,0,PASS
B0784,2026-09-19,EQ_C,DAY,784,M12,1.0249,100.83,183.43,2.346,101.20,56.69,0.867,252.84,413.7,17.00,98.83,95.13,OK,0,0,PASS
B0785,2026-09-19,EQ_A,SWING,785,M12,1.0075,101.58,179.65,2.308,100.72,61.93,0.858,245.75,437.7,18.85,99.47,96.19,OK,0,0,PASS
B0786,2026-09-19,EQ_A,NIGHT,786,M12,1.0057,100.63,181.08,2.436,103.37,64.14,0.855,250.09,449.5,19.03,99.63,95.49,OK,0,0,PASS
B0787,2026-09-20,EQ_B,DAY,787,M12,1.0075,100.14,179.56,2.325,91.23,66.48,0.817,268.55,451.2,19.80,98.98,95.56,OK,0,1,REVIEW
B0788,2026-09-20,EQ_B,SWING,788,M12,1.0098,102.30,181.36,2.359,96.92,65.93,0.860,263.50,467.7,19.33,98.14,94.97,OK,0,0,PASS
B0789,2026-09-20,EQ_C,NIGHT,789,M12,1.0210,101.85,176.96,2.265,92.68,68.25,0.812,255.73,488.5,18.76,98.70,93.94,NG,0,2,REVIEW
B0790,2026-09-21,EQ_A,DAY,790,M12,0.9959,100.37,180.97,2.375,97.23,63.64,0.772,254.05,458.5,18.26,100.39,96.60,OK,0,0,PASS
B0791,2026-09-21,EQ_A,SWING,791,M05,1.0074,99.49,179.62,2.279,99.38,65.76,0.779,259.32,444.5,17.38,99.96,95.92,OK,0,0,PASS
B0792,2026-09-21,EQ_A,NIGHT,792,M06,0.9930,97.98,182.97,2.325,99.98,65.42,0.824,268.36,420.9,18.14,98.82,94.00,NG,0,2,REVIEW
B0793,2026-09-22,EQ_A,DAY,793,M12,1.0004,101.43,181.35,2.272,104.64,62.60,0.888,245.21,458.4,18.16,98.85,94.91,NG,0,0,PASS
B0794,2026-09-22,EQ_B,SWING,794,M07,0.9951,100.05,179.57,2.444,95.25,61.80,0.813,248.06,427.2,17.43,99.47,97.36,OK,0,0,PASS
B0795,2026-09-22,EQ_A,NIGHT,795,M12,1.0031,101.24,181.71,2.275,97.57,68.85,0.751,250.51,454.8,19.26,99.60,95.52,OK,0,0,PASS
B0796,2026-09-23,EQ_B,DAY,796,M12,1.0139,101.20,181.85,2.314,103.57,58.74,0.843,257.39,446.5,18.53,99.64,95.75,OK,0,0,PASS
B0797,2026-09-23,EQ_C,SWING,797,M12,0.9936,101.27,178.12,2.251,93.69,65.77,0.874,259.88,469.9,19.32,99.61,95.44,NG,0,0,PASS
B0798,2026-09-23,EQ_A,NIGHT,798,M12,0.9912,99.86,180.18,2.321,102.51,65.38,0.900,261.96,454.3,19.47,99.59,95.94,NG,0,0,PASS
B0799,2026-09-24,EQ_B,DAY,799,M12,0.9982,100.84,180.02,2.304,98.93,67.32,0.736,262.29,455.7,18.83,98.81,95.59,OK,0,0,PASS
B0800,2026-09-24,EQ_A,SWING,800,M12,0.9959,100.55,178.78,2.291,99.77,67.91,0.885,263.49,469.8,17.57,99.05,95.22,NG,0,0,PASS
